Місто,Район,Вулиця,ЖК,Клас ЖК,Однокімнатні квартири,Площа від,Ціна за м2 в грн,Ціна за м2 в дол,Двохкімнатні квартири,Площа від,Ціна за м2 в грн,Ціна за м2 в дол,Трьохкімнатні квартири,Площа від,Ціна за м2 в грн,Ціна за м2 в дол,Рік побудування,Метро,Навчальні заклади,Лікарня,"ТЦ, ринок, магазини",Паркові зони,Транспортна розв'язка,Школа,Дитячий садок,URL
Київ,Шевченківський,"вул. Обсерваторна, 6","ЖК вул. Обсерваторна, 6",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-observatorna-6-10324/
Київ,Солом'янський,"вул. Трояндова, 30",Котеджне містечко BritanHouse (БританХаус),Клас комфорт,3 котеджі,None,None,None,None,None,None,None,None,None,None,None,Всі секції,None,,,,,,,,https://dom.ria.com/uk/novostroyka-km-britanhouse-10325/
Київ,Подільський,"просп. Гонгадзе Георгія, 9б","ЖК просп. Георгія Гонгадзе, 9б",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-prosp-georgiia-gongadze-9b-10326/
Київ,Печерський,"вул. Лаврська, 16",ЖК Arsenal Palace (Арсенал Палас),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-arsenal-palace-10363/
Київ,Шевченківський,"бул. Тараса Шевченка, 32, 32а","ЖК бул. Тараса Шевченка, 32, 32а",Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-bul-tarasa-shevchenka-32-32a-10366/
Київ,Дніпровський,"вул. Генерала Жмаченка, 20","ЖК вул. Жмаченка, 20",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-zhmachenka-20-10367/
Київ,Солом'янський,"вул. Лугова (Жуляни), 3б",ЖК Лондон Парк,Клас бізнес,2 планування,від 76.44 м²,від 956 $ за м²,від 73 066 $,1 планування,від 76.44 м²,від 956 $ за м²,від 73 066 $,1 планування,від 76.44 м²,від 956 $ за м²,від 73 066 $,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-london-park-10374/
Київ,Шевченківський,"вул. Нагірна, 25","ЖК вул. Нагорна, 25",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-nagorna-25-10383/
Київ,Деснянський,"вул. Мілютенка, вул. Шолом-Алейхема",ЖК Forest (Форест),Клас економ,2 квартири,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-forest-10387/
Київ,Шевченківський,вул. Ясногірська,ЖК вул. Ясногірська,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-yasnogirska-10389/
Київ,Шевченківський,"вул. Дегтярівська, 7, 7а","ЖК вул. Дегтярівська, 7, 7а",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-degtiarivska-7-7a-10390/
Київ,Деснянський,"вул. Деснянська, 40",Таунхаус Деснянська садиба,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-taunkhaus-desnianska-sadyba-10391/
Київ,Дніпровський,просп. Броварський,ЖК просп. Броварський,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-prosp-brovarskyi-10398/
Київ,Дніпровський,пров. Слобідський,ЖК пров. Слобідський,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-prov-slobidskyi-10399/
Київ,Подільський,вул. Тираспільська,ЖК вул. Тираспільська,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-tyraspilska-10401/
Київ,Голосіївський,"вул. Жилянська, 96а","ЖК вул. Жилянська, 96а",Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-zhylianska-96a-10432/
Київ,Святошинський,"вул. Відпочинку, 25","ЖК вул. Відпочинку, 25",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-vidpochynku-25-10433/
Київ,Солом'янський,"вул. Набережна (Жуляни), 24",КМ Набережний,Клас комфорт,2 котеджі,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-km-naberezhnyi-10466/
Київ,Солом'янський,"вул. Університетська, 23-27",ЖК Солом'янський,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-solomianskyi-10469/
Київ,Солом'янський,"вул. Нововокзальна, 69-75","ЖК вул. Нововокзальна, 69-75",Клас комфорт,2 квартири,від 88.33 м²,від 1 068 $ за м²,від 94 336 $,1 квартира,від 88.33 м²,від 1 068 $ за м²,від 94 336 $,1 квартира,від 88.33 м²,від 1 068 $ за м²,від 94 336 $,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-novovokzalna-69-75-10471/
Київ,Печерський,"вул. Коновальця Євгена(Щорса), 30","ЖК вул. Євгена Коновальця, 30",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-yevgena-konovaltsia-30-10493/
Київ,Печерський,"вул. Лютеранська, 19б","ЖК вул. Лютеранська, 19б",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-liuteranska-19b-10494/
Київ,Печерський,"вул. Велика Васильківська, 143/2","ЖК вул. Велика Васильківська, 143/2",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-velyka-vasylkivska-1432-10495/
Київ,Печерський,"вул. Ломаківська(Мічуріна), 19б","ЖК вул. Мічуріна, 19б",Клас елітні,1 планування,None,None,None,1 планування,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-michurina-19b-10496/
Київ,Печерський,"пров. Болсуновський(Мічуріна), 28-32",ЖК Pechersk Hills Residence (Печерськ Хілс Резиденс),Клас елітні,3 квартири,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-pechersk-hills-residence-10499/
Київ,"вул. Василя Барки, 10",None,Клубний будинок Barkey (Баркей),Клас елітні,2 планування,None,None,None,2 планування,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-klubnyi-budynok-barkey-10720/
Київ,Солом'янський,"вул. Кооперативна (Жуляни), 6",Таунхаус Ihouse Village (Айхаус Вілладж),Клас комфорт,1 таунхаус,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-taunkhaus-ihouse-village-10752/
Київ,Оболонський,"вул. Прирічна, 13а",ЖК Tower (Тауер),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-tower-10916/
Київ,Дарницький,вул. Святищенська(Валентини Терешкової (Бортничі)),КМ Осокор,Клас комфорт,3 котеджі,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-km-osokor-10949/
Київ,Дарницький,"вул. 12-а Садова, 1",Котеджне містечко Garden House (Гарден Хаус),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-km-garden-house-10950/
Київ,"пров. Сосновий, 38 (А-Є)",None,Таунхаус Лісова Казочка,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-taunkhaus-lisova-kazochka-10961/
Київ,Дніпровський,вул. Профспілкова,ЖК Smart Idea (Смарт Ідея),Клас економ,4 планування,None,None,None,1 планування,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-smart-idea-10968/
Київ,Солом'янський,"вул. Університетська, 26",ЖК Apartment like House (Апартмент лайк Хаус),Клас бізнес,2 квартири,None,None,None,5 квартир,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-apartment-like-house-10972/
Київ,Голосіївський,пров. Черешневий,Таунхаус Park Golosievo,Клас комфорт,1 таунхаус,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-taunkhaus-park-golosievo-10982/
Київ,Голосіївський,"вул. Володимиро-Либідська, 25","ЖК вул. Володимиро-Либідська, 25",Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-volodymyro-lybidska-25-11005/
Київ,Печерський,"вул. Лубенська, 14",Клубний будинок L14 (Л14),Клас бізнес,7 планувань,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-klubnyi-budynok-l14-11042/
Київ,Дарницький,"вул. Виноградна, 2",Котеджне містечко Osocor House (Осокор Хаус),None,2 планування,від 135 м²,від 681 $ за м²,від 92 000 $,3 планування,від 135 м²,від 681 $ за м²,від 92 000 $,1 планування,від 135 м²,від 681 $ за м²,від 92 000 $,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-km-osocor-house-11064/
Київ,Шевченківський,"вул. Лук'янівська, 22","ЖК вул. Лук'янівська, 22",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-lukianivska-22-11068/
Київ,"вул. 16-а Садова, 44",None,Таунхаус Rusaniv Gardens,Клас комфорт,8 таунхаусів,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-taunkhaus-rusaniv-gardens-11166/
Київ,Оболонський,"вул. Богатирська, 30а",Таунхаус Польський куточок,None,1 таунхаус,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-taunkhaus-polskyi-kutochok-11184/
Київ,Печерський,"вул. Коновальця Євгена(Щорса), 30",ЖК Maxima Residence (Максіма Резіденс),Клас бізнес,7 квартир,від 104.49 м²,від 1 244 $ за м²,від 129 970 $,2 квартири,від 104.49 м²,від 1 244 $ за м²,від 129 970 $,7 квартир,від 104.49 м²,від 1 244 $ за м²,від 129 970 $,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-maxima-residence-11195/
Київ,Голосіївський,вул. Генерала Родимцева,ЖК вул. Генерала Родимцева,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-generala-rodymtseva-11210/
Київ,Подільський,"вул. Івана Виговського(Маршала Гречка), просп. Правди, вул. Газопровідна","ЖК вул. Гетьмана Івана Виговського, просп. Правди, вул. Газопровідна",Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-getmana-ivana-vygovskogo-prosp-pravdy-vul-gazoprovidna-11228/
Київ,"вул. Новопольова, 31а",None,Таунхаус Otrada House,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-taunkhaus-otrada-house-11245/
Київ,метро Виставковий центр,Голосіївський,ЖК Сонячна Брама,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Виставковий центр 14 хв Іподром 19 хв Васильківська 21 хв ,"1 хв Приватний дитячий садок ""Antoshka Kids"" 7 хв Дитячий садок ""Антошка""","3 хв Клініка ""Добробут"" 4 хв Гемодіалізний центр «Надія» 7 хв Клініка репродуктивної медицини ""FESKOV"" 10 хв Медичний центр ""Медофіс Груп""","11 хв Магазин канцелярських товарів ""Еліпс"" 15 хв Магазин дверей ""ЮНА-двери"" 15 хв Консультант ""Oriflame"" Макіяж і курси макіяжу і візажу 15 хв Торговий центр ""ModaHunt""",11 хв Сквер Вільних людей 13 хв Паркова зона довкола корпусів КНУ ім. Т.Шевченка,15 хв ст. м. Виставковий центр 21 хв ст. м. Васильківська 33 хв Зупинка БО «Школа-сходинки»,,,https://dom.ria.com/uk/novostroyka-zhk-soniachna-brama-3208/
Київ,Деснянський,"вул. Миколи Закревського, 42а",ЖК НебоSky (НебоСкай),Клас економ,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-nebosky-3222/
Київ,метро Оболонь,Оболонський,ЖК Міністерський (на Кондратюка),Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Оболонь 23 хв Мінська 24 хв Героїв Дніпра 28 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-ministerskyi-3391/
Київ,метро Лівобережна,Дніпровський,"ЖК вул. Каунаська, 2а",Клас економ,None,None,None,None,None,None,None,None,None,None,None,None,None,Лівобережна 24 хв Дарниця 26 хв Чернігівська 27 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-vul-kaunaska-2a-3458/
Київ,метро Академмістечко,Святошинський,ЖК Грюнвальд,Клас бізнес,1 планування,None,None,None,2 планування,None,None,None,None,None,None,None,None,Академмістечко 27 хв Житомирська 27 хв Святошин 30 хв ,"1 хв Школа англійської мови ""Way2English.Club"" 7 хв Дитячий садок ""Squirrel Family School""","6 хв Ново-Білицький Психоневрологічний Інтернат для чоловіків 12 хв Амбулаторія №8, КНП ""ЦПМСД №1"" Святошинського району","6 хв Інтернет-магазин дитячих товарів Detki Shop 13 хв ТЦ Regina 13 хв ТОВ ""АГРОМАТ"" склад сантехніки 16 хв ТОВ  ""САМПЛІТ""",5 хв Лісова Галявина 19 хв Біличанський ліс,19 хв вул. Обухівська 22 хв с. Коцюбинське (залізнична станція),,,https://dom.ria.com/uk/novostroyka-zhk-griunvald-3532/
Київ,метро Васильківська,Голосіївський,ЖК Голосіївська Долина,Клас комфорт,205 квартир,від 74.94 м²,від 734 $ за м²,від 56 025 $,140 квартир,від 74.94 м²,від 734 $ за м²,від 56 025 $,79 квартир,від 74.94 м²,від 734 $ за м²,від 56 025 $,Всі секції,Васильківська 20 хв Голосіївська 25 хв Виставковий центр 26 хв ,"13 хв Приватний заклад - навчально-виховний комплекс ""ЄНОТ"" 14 хв Заклад дошкільної освіти №313 16 хв Sadochok","19 хв Медичний центр ""Омега-Київ"" 22 хв Центр первинної медико-санітарної допомоги №2 22 хв Київський міський центральний протитуберкульозний диспансер","13 хв Бізнес-центр ""Форум Вікторія Парк"" 15 хв Постачальник продуктів харчування ""Спайс Ленд"" 22 хв ТОВ ""ТехноВДС"" - торгівельне обладнання",18 хв Парк 26 хв Зона для прогулянок,"22 хв ст. м. ""Васильківська"" 27 хв Зупинка БО «Школа-сходинки» 36 хв ст. м. Виставковий центр",,,https://dom.ria.com/uk/novostroyka-zhk-golosiivska-dolyna-4449/
Київ,метро Дружби народів,Печерський,ЖК Delmar (Дельмар),Клас елітні,5 планувань,None,None,None,1 планування,None,None,None,None,None,None,None,None,Дружби народів 16 хв Либідська 29 хв Видубичі 29 хв ,"2 хв Академія англійської мови ""STUDY Academy"" 3 хв Новопечерська школа","1 хв Медичний центр ""VERDE Medical Clinic"" 2 хв Клініка пластичної хірургії ""Vivamedical Aesthetic Club"" 3 хв Дитяча клінічна лікарня №7 9 хв Корекційний центр ""РОЗВИТОК""","10 хв Торговий центр ""Навігатор"" 13 хв Супермаркет ""Сільпо"" 21 хв Торговий центр ""UTET""","3 хв Парк ""Новопечерські Липки"" 13 хв Сквер “Дружби народів”",12 хв ст. м. Дружби Народів 17 хв вул. Бастіонна,,,https://dom.ria.com/uk/novostroyka-zhk-delmar-4942/
Київ,метро Університет,Шевченківський,ЖК Патріарх Хол,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Університет 11 хв Вокзальна 14 хв Площа Льва Толстого 18 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-patriarkh-khol-4960/
Київ,метро Олімпійська,Голосіївський,ЖК Crystal Residence (Крістал Резіденс),Клас бізнес,4 квартири,None,None,None,3 квартири,None,None,None,None,None,None,None,None,Олімпійська 5 хв Площа Льва Толстого 13 хв Палац спорту 13 хв ,4 хв Міжнародний ліцей «Гранд» 4 хв Grand-Expo онлайн школа 8 хв Школа иностранных языков Аванте,"1 хв Стоматологія Олімп-С 7 хв Клініка Дубнової ""Стоматологія"" - доросла і дитяча стоматологія 7 хв Healthy & Happy - Лікувально-діагностичний центр","3 хв Салон краси ""Xarizma"" 7 хв Супермаркет ""МегаМаркет"" 7 хв Офис, Недвижимость Киев, аренда в центре, от хозяина, Бизнес-центр Олимпийский, риелторкиев 7 хв Магазин кальянів ""Кальянчик"" 8 хв Торговий центр - Офіс Мегамаркет 10 хв Магазин керамічної плитки ""Ceramic Fashion""",,16 хв RAVAL 16 хв ст. м. Площа Льва Толстого,,,https://dom.ria.com/uk/novostroyka-zhk-crystal-residence-5232/
Київ,Голосіївський,50а,ЖК RichHouse (РічХаус),Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,1 хв Monnalisa Shop,,56 хв станция Леоновка,,,https://dom.ria.com/uk/novostroyka-zhk-richhouse-5432/
Київ,метро Іподром,Святошинський,ЖК Маєток Желань (Бажань),Клас економ,None,None,None,None,None,None,None,None,None,None,None,None,None,Іподром 27 хв Виставковий центр 30 хв Теремки 30 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-maietok-zhelan-5744/
Київ,метро Теремки,Солом'янський,КБ Liverpool House,Клас комфорт,5 квартир,від 29.93 м²,від 698 $ за м²,від 20 889 $,4 квартири,від 29.93 м²,від 698 $ за м²,від 20 889 $,5 квартир,від 29.93 м²,від 698 $ за м²,від 20 889 $,Всі секції,Теремки 20 хв Іподром 21 хв Виставковий центр 23 хв ,"3 хв Дитячий садок ""Мандаринка"" 6 хв Заклад дошкільної освіти №211","8 хв Центр інтегративної медицини ""I-MED"" 15 хв Київське співтовариство ""Анонімні наркомани""","3 хв Дисконтний супермаркет АТБ Маркет 8 хв Магазин нижньої білизни Victoria’s Secret ""LEVEL"" 16 хв Торговий центр ""Аракс"" 17 хв Салон німецьких меблів ""Dekorde"" 17 хв Магазин меблів ""InStyle International Group"" 22 хв Магазин барних меблів ""Luminous benches""","22 хв Міський парк ""Теремки""","40 хв ст. м. ""Виставковий центр"" 48 хв ст. м. ""Васильківська"" 53 хв станція Київ-Волинський",,,https://dom.ria.com/uk/novostroyka-kb-liverpool-house-5849/
Київ,метро Васильківська,Голосіївський,ЖК Crystal Towers (Крістал Тауерс),None,None,None,None,None,None,None,None,None,None,None,None,None,None,Васильківська 9 хв Виставковий центр 15 хв Голосіївська 17 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-crystal-towers-5866/
Київ,метро Бориспільська,Дарницький,ЖК Привітний квартал,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Бориспільська 14 хв Вирлиця 18 хв Червоний хутір 21 хв ,"6 хв Дошкільний навчальний заклад №792 Золотий ключик"" 7 хв Спеціалізована школа І-ІІІ ступенів №305 з поглибленим вивченням іноземної мови","10 хв ЦФР ""Крок за Кроком"" (физическая и психологическая реабилитация детей с ДЦП, а так же воинов АТО) 11 хв Амбулаторія №15 КНП ""ЦПМСД №2"" Дарницького району","8 хв Супермаркет ""Еко Маркет"" 36 хв Торговий центр ""Кубик"" 44 хв  ТЦ ""Променада центр""",8 хв Сквер 13 хв Ремонт лодок ПВХ,26 хв ст. м. Бориспільська 40 хв ст. м. Червоний Хутір 40 хв ст. м. Вирлиця,,,https://dom.ria.com/uk/novostroyka-zhk-pryvitnyi-kvartal-6635/
Київ,метро Дружби народів,Печерський,ЖК П'ятдесят друга перлина (Pechersk plaza),Клас елітні,1 планування,від 111.48 м²,від 2 600 $ за м²,від 328 866 $,4 планування,від 111.48 м²,від 2 600 $ за м²,від 328 866 $,2 планування,від 111.48 м²,від 2 600 $ за м²,від 328 866 $,None,Дружби народів 12 хв Либідська 31 хв Видубичі 34 хв ,"1 хв Студія дитячої творчості та клуб ""Чудодії"" 5 хв Студія дитячої творчості ""Калякі-маляки"" 5 хв Школа Richmond Child","4 хв Медичний центр Олександра Костельнюка 4 хв Медичний центр ""Достомед"" 5 хв Уролог Київ - лікування всіх урологічних захворювань. Приймає лікар найвищої категорії Ткачов П.А.","11 хв Супермаркет ""Сільпо"" 15 хв Торговий центр ""Навігатор"" 16 хв Торговий центр SWEETBOX Show Room","5 хв Сквер “Дружби народів” 14 хв Парк ""Новопечерські Липки""",14 хв вул. Бастіонна 15 хв ст. м. Дружби Народів,,,https://dom.ria.com/uk/novostroyka-zhk-piatdesiat-druga-perlyna-6743/
Київ,метро Позняки,Дарницький,КМ River Island,Клас бізнес,3 котеджі,None,None,None,None,None,None,None,None,None,None,None,None,Позняки 43 хв ,32 хв Вишенська ЗОШ I-III ступенів,"16 хв Клініка Олексія Хижняка (Лікування наркоманії та алкоголізму) 21 хв Медичний центр ""Adonis""","77 хв Салон-магазин ""Kermi"" 77 хв Салон-магазин ""WATERLUX"" системи очищення води 94 хв Магазин автозапчастин BTR",35 хв Зона для прогулянок. Дитячий майданчик,"26 хв вул. Садова, 128 42 хв ст. м. Славутич 49 хв ст. м. Осокорки",,,https://dom.ria.com/uk/novostroyka-km-river-island-6798/
Київ,метро Сирець,Шевченківський,ЖК Park Hills (Молодіжна ініціатива),Клас комфорт,66 квартир,None,None,None,2 квартири,None,None,None,None,None,None,None,None,Сирець 15 хв Дорогожичі 24 хв Берестейська 25 хв ,"1 хв Альтернативна Школа Мрійників 2 хв Дитячий центр ""Сонечко"" 25 хв Дитячий клуб - Родинне коло ""Чарівна галявинка"", вальдорфська педагогіка","4 хв МЦ Клініка ""Кафедра сучасної медицини"" 4 хв Ветеринарна клініка ""Білий клик""","18 хв Зоомагазин ""ANIMAL KINGDOM SHOP"" 22 хв Дисконтний супермаркет АТБ-маркет 27 хв Print Company Group (послуги цифрового друку)","11 хв Парк ""Родник"" 16 хв Сирецький гай. Маршрут здоров'я 18 хв Парк для собак ""Острівець вільних та вихованих""",26 хв ст. м. Берестейська 29 хв ст. м. Шулявська,,,https://dom.ria.com/uk/novostroyka-zhk-park-hills-6870/
Київ,метро Вокзальна,Солом'янський,Апарт-готель Standard One Terminal,Клас бізнес,1 планування,None,None,None,None,None,None,None,None,None,None,None,None,Вокзальна 9 хв Університет 23 хв Площа Льва Толстого 29 хв ,6 хв Школа практичного досвіду АНГА СКУЛ 6 хв Заклад дошкільної освіти №223,"8 хв Діагностичний центр УЗИ MEDICINE GROUP 10 хв Медичний центр ""Центр здоров'я волосся"" 14 хв Залізничний Пологовий Будинок","5 хв Супермаркет ""ЕКО маркет"" 6 хв ТЦ Європорт",7 хв Виноградна стіна Стадіонного провулку 14 хв Сквер ім. Максима Шаповала,"2 хв Залізничний вокзал ""Південний"" 10 хв Залізничний вокзал ""Центральний""",,,https://dom.ria.com/uk/novostroyka-apart-gotel-standard-one-terminal-7015/
Київ,метро Дорогожичі,Шевченківський,ЖК Uno City House (Уно Сіті Хаус),Клас комфорт,1 планування,None,None,None,2 квартири,None,None,None,None,None,None,None,None,Дорогожичі 8 хв Сирець 18 хв Шулявська 16 хв ,2 хв Дитячий садок №429 5 хв Дитячий садочок №293,7 хв Центральний міський пункт переливання крові 8 хв Медичний комплекс «Сирець»,"2 хв Ательє ""Fedoroff"" Пошиття Одягу 3 хв Салон краси ""Магия Красоты"" 5 хв Дисконтний супермаркет АТБ-маркет 7 хв ТОВ «Торговий дім Еверест ЛТД» 14 хв Зоомагазин ""ANIMAL KINGDOM SHOP""",7 хв Меморіальний центр Голокосту «Бабин Яр»,24 хв На вимогу,,,https://dom.ria.com/uk/novostroyka-zhk-uno-city-house-7161/
Київ,метро Червоний хутір,Дарницький,ЖК Art Парк (Арт Парк),Клас комфорт,5 планувань,від 104 м²,від 941 $ за м²,від 97 882 $,2 планування,від 104 м²,від 941 $ за м²,від 97 882 $,1 планування,від 104 м²,від 941 $ за м²,від 97 882 $,None,Червоний хутір 29 хв Бориспільська 27 хв Вирлиця 30 хв ,"17 хв Школа Хендлінг-зал ""Тандем"" 17 хв Школа ""Bootcamp 2"" 22 хв Школа-дитячий садок І ступеня ""Пролісок""",34 хв Центр первинної медико-санітарної допомоги №1 Дарницького району 34 хв Поліклініка №2 Дарницького району міста Києва,"11 хв Магазин шин - Шинний Центр VIANOR ""АВТОДИСК"" 44 хв Магазин фарб ТОВ ""Лакофарбовий центр ГРОС"" 49 хв Торговий центр ""MercedesRent-Kiev"" 54 хв Магазин взуття ""Белста""","14 хв Зона для прогулянок Прокат квадроциклів ""quadro-life.cluB"" 22 хв Зона для прогулянок ""Станция Лесничество""",30 хв ст. м. Червоний Хутір 40 хв ст. м. Бориспільська 59 хв ст. м. Вирлиця,,,https://dom.ria.com/uk/novostroyka-zhk-art-park-7214/
Київ,метро Бориспільська,Дарницький,ЖК Квітень,Клас комфорт,3 планування,від 89.6 м²,від 587 $ за м²,від 52 631 $,3 планування,від 89.6 м²,від 587 $ за м²,від 52 631 $,1 планування,від 89.6 м²,від 587 $ за м²,від 52 631 $,None,Бориспільська 28 хв Вирлиця 31 хв Харківська 33 хв ,"5 хв Заклад дошкільної освіти №367 ""Каштанчик"" 7 хв Дитячо-юнацький центр Дарницького району","6 хв Амбулаторія №1 КНП ""ЦПМСД №1"" Дарницького району 7 хв Медичний центр ""Апіфітофарм""","3 хв Магазин сумок і валіз ""Sumdex"" 4 хв ""ЕвроТерм"" - радіатори, конвектори, термоголовки, парок, теплоізоляція для труб, каналізаційні труби 4 хв Торговий центр ТОВ ""Віко сервіс"" 24 хв Дисконтний супермаркет АТБ-Маркет",2 хв Сквер Трудової слави 5 хв Парк Будинку культури «Дарниця» 5 хв Сквер Закоханих,"11 хв Залізничний вокзал ""Дарниця"" 12 хв станція Дарниця",,,https://dom.ria.com/uk/novostroyka-zhk-kviten-7305/
Київ,метро Контрактова площа,Подільський,ЖК Подол Град Vintage (Подол Град Вінтаж),Клас бізнес,7 квартир,від 84.26 м²,від 1 500 $ за м²,від 126 390 $,25 квартир,від 84.26 м²,від 1 500 $ за м²,від 126 390 $,19 квартир,від 84.26 м²,від 1 500 $ за м²,від 126 390 $,None,Контрактова площа 14 хв Поштова площа 23 хв Тараса Шевченка 23 хв ,"2 хв Школа профорієнтації ""MyChoice UA"" 3 хв SDS-5 4 хв Курси англійської мови ""Speech School""","14 хв Поліклініка №1 лікарні для  вчених НАН Украини 15 хв Рентгенолог Артур Голубка 24 хв Стоматологічна клініка ""АДС""","3 хв Салон татуювань і пірсингу ""Intro Ink Tattoo Studio"" 3 хв Магазин брендового українського одягу ""Osobnyak"" 4 хв Магазин взуття ""DemmyVik""","5 хв Парк ""Майдан Мистецтв"" 10 хв Зона для прогулянок парклет на Хорива 23 хв Гора Детинка - парк дикої природи",10 хв ст. м. Контрактова площа,,,https://dom.ria.com/uk/novostroyka-zhk-podol-grad-vintage-7431/
